Country;ID;qual;year;pop;fert;birth;mort;N=workforce;dN;K;c;v;s;gdp;delta;gamma;alpha;r;requil;s/v;K/v
Greece;GRC;1986;B;9951000;1.615;0.011300000000000001;0.0092;3883071;-7.13610438748094E-4;323637973775;41312955833;6.68076122183018E10;6.26992023866982E10;170819770438;0.13;-0.01;0.44;0.19;0.28;0.94;4.84
Greece;GRC;1987;B;9974000;1.5;0.0107;0.0096;3880300;0.018524598613509264;310002973273;43007383819;6.44195966108444E10;5.920415410415561E10;166631134534;0.14;-0.01;0.66;0.19;0.23;0.92;4.81
Greece;GRC;1988;B;9983000;1.5;0.0107;0.0092;3952181;0.003025924166934662;306318961971;37944891248;6.80743426296384E10;6.78171875463616E10;173836421424;0.12;0.01;0.52;0.22;0.26;1.00;4.50
Greece;GRC;1989;B;10031000;1.41;0.0101;0.0092;3964140;0.013107004293491148;303724066184;37547951931;7.3394768552364E10;6.9521426436636E10;180464146920;0.12;0.01;0.50;0.23;0.30;0.95;4.14
Greece;GRC;1990;B;10130000;1.4;0.0101;0.009300000000000001;4016098;-0.02095815390959085;300793199895;38515983417;7.45559132536223E10;6.74946164163777E10;180566513087;0.13;0.01;0.60;0.22;0.19;0.91;4.03
Greece;GRC;1991;B;10251000;1.38;0.0101;0.0094;3931928;0.02156702767700731;302641507811;37263840657;7.100940970487819E10;7.795651545212181E10;186229765814;0.12;0.01;0.45;0.26;0.35;1.10;4.26
Greece;GRC;1992;B;10325000;1.38;0.0101;0.0095;4016728;0.015754614203401376;300601023501;37899169307;6.84374930689264E10;8.085560531807361E10;187192267694;0.13;0.02;0.44;0.27;0.36;1.18;4.39
Greece;GRC;1993;B;10383000;1.34;0.009800000000000001;0.0094;4080010;0.014700454165553515;298180151007;36691083482;6.60191655575352E10;8.15464229044648E10;184256671944;0.12;0.01;0.42;0.27;0.34;1.24;4.52
Greece;GRC;1994;B;10430000;1.36;0.01;0.0094;4139988;0.008194226649932319;295615840809;36612724023;6.79085411527072E10;8.32789039412928E10;187800169117;0.12;-0.00;0.45;0.28;0.29;1.23;4.35
Greece;GRC;1995;B;10458000;1.32;0.0099;0.0094;4173912;0.011387877846969461;296335692743;35189485730;6.73212650882284E10;8.93970744047716E10;191907825223;0.12;0.00;0.44;0.30;0.31;1.33;4.40
Greece;GRC;1996;B;10479000;1.3;0.0096;0.0094;4221444;-0.008980813200411992;300363341880;34953470041;7.128445851130501E10;9.030041859769499E10;196538347150;0.12;-0.00;0.47;0.30;0.22;1.27;4.21
Greece;GRC;1997;B;10502000;1.31;0.009800000000000001;0.0095;4183532;0.047360460013213715;307573921204;34379365765;7.37054611997011E10;9.55776798042989E10;203662506769;0.11;0.01;0.47;0.31;0.35;1.30;4.17
Greece;GRC;1998;B;10520000;1.257;0.0094;0.0095;4381666;0.012862687388769478;318527527460;34863801317;6.5281209645478195E10;1.1030376287852179E11;210448773841;0.11;0.01;0.44;0.35;0.31;1.69;4.88
Greece;GRC;1999;B;10537000;1.243;0.0092;0.0095;4438026;0.006223938300496662;331694743136;36888357711;6.89672913256215E10;1.1163817412837848E11;217493823165;0.11;0.02;0.48;0.34;0.28;1.62;4.81
Greece;GRC;2000;B;10559000;1.265;0.011699999999999999;0.0105;4465648;-0.008555981125247669;347842014752;38928377257;7.134257563742459E10;1.1715198506357541E11;227422937958;0.11;0.02;0.47;0.34;0.26;1.64;4.88
Greece;GRC;2001;B;10582000;1.251;0.009300000000000001;0.0094;4427440;0.014071336935113745;364407803018;37611049365;7.56437319219825E10;1.2350181314801752E11;236756594435;0.10;0.03;0.44;0.34;0.33;1.63;4.82
Greece;GRC;2002;B;10604000;1.268;0.0094;0.0095;4489740;0.015172370783163391;381462839847;40562144347;8.14380042998304E10;1.2388754549516962E11;245887694142;0.11;0.02;0.53;0.32;0.27;1.52;4.68
Greece;GRC;2003;B;10626000;1.283;0.0095;0.0096;4557860;0.018566608013409803;407120815655;42458668860;8.54285702910289E10;1.310656868599711E11;258952926011;0.10;0.03;0.54;0.32;0.29;1.53;4.77
Greece;GRC;2004;B;10648000;1.303;0.0096;0.0095;4642484;0.003505450961166479;435278934224;44767598764;9.337282984667299E10;1.3289826470332703E11;271038693314;0.10;0.04;0.43;0.31;0.33;1.42;4.66
Greece;GRC;2005;B;10668000;1.333;0.009699999999999999;0.0095;4658758;0.004182230542990213;447641050953;47530423432;9.53120178902165E10;1.3159469628278351E11;274437137605;0.11;0.03;0.50;0.29;0.28;1.38;4.70
Greece;GRC;2006;B;10688000;1.401;0.01;0.0095;4678242;0.0055089069783050984;466211499573;47643317809;9.61112202717618E10;1.4408978738123822E11;287844325462;0.10;0.03;0.50;0.31;0.27;1.50;4.85
Greece;GRC;2007;B;10706000;1.413;0.01;0.009800000000000001;4704014;0.0020671707184544944;491311710995;48811480952;1.023539480541938E11;1.482902411348062E11;299455670141;0.10;0.03;0.47;0.30;0.28;1.45;4.80
Greece;GRC;2008;B;10723000;1.509;0.0105;0.0096;4713738;0.0;512065573402;50523540358;1.04548510260016E11;1.47791536461984E11;302863587080;0.10;0.02;0.48;0.29;0.26;1.41;4.90
Hong Kong;HKG;1974;A;4320000;2.967;0.019100000000000002;0.005;1882360;0.03470005737478484;77133468215;7216523944;1.9094757429590397E10;1.1695799497409603E10;38007080871;0.09;0.04;1.02;0.15;0.17;0.61;4.04
Hong Kong;HKG;1975;A;4396000;2.666;0.0179;0.0048;1947678;0.04474456249955075;81802275175;7647214312;2.11459124222225E10;9.9002171307775E9;38693343865;0.09;0.03;1.47;0.12;0.11;0.47;3.87
Hong Kong;HKG;1976;A;4518000;2.48;0.0174;0.005;2034826;0.03099724497328027;88747884871;8424744208;2.2009776491538E10;1.4110665480462002E10;44545186180;0.09;0.04;1.20;0.16;0.13;0.64;4.03
Hong Kong;HKG;1977;A;4584000;2.376;0.0175;0.0050999999999999995;2097900;0.034535011201677866;97240374208;9604899613;2.4491449258583397E10;1.6652613537416603E10;50748962409;0.10;0.04;1.13;0.17;0.16;0.68;3.97
Hong Kong;HKG;1978;A;4668000;2.272;0.0173;0.0050999999999999995;2170351;0.07276841395700512;106445057685;10790752254;2.839998944816E10;1.693571965784E10;56126461360;0.10;0.04;1.30;0.16;0.17;0.60;3.75
Hong Kong;HKG;1979;A;4930000;2.12;0.016800000000000002;0.0052;2328284;0.04294579183639109;117668314868;12006195025;3.0556388556989E10;2.0181540765011E10;62744124347;0.10;0.06;1.33;0.17;0.15;0.66;3.85
Hong Kong;HKG;1980;A;5063000;2.047;0.017;0.005;2428274;0.0652426373629994;132564128929;12746709351;3.22737281497752E10;2.51703588232248E10;70190796324;0.10;0.07;1.17;0.19;0.20;0.78;4.11
Hong Kong;HKG;1981;A;5183000;1.933;0.016800000000000002;0.0048;2586701;0.00644836801779564;149158143634;13481701866;3.59648368902882E10;2.73685763447118E10;76815115101;0.09;0.06;1.04;0.18;0.15;0.76;4.15
Hong Kong;HKG;1982;A;5265000;1.86;0.016399999999999998;0.0048;2603381;0.02662768146498726;164188276762;14494492831;3.8211494649153E10;2.6325025237847E10;79031012718;0.09;0.05;1.02;0.16;0.16;0.69;4.30
Hong Kong;HKG;1983;A;5345000;1.722;0.0156;0.005;2672703;0.026805821671917904;176477007363;15654981666;3.91686846643825E10;2.72049926526175E10;82028658983;0.09;0.03;1.02;0.15;0.15;0.69;4.51
Hong Kong;HKG;1984;A;5398000;1.559;0.0144;0.0047;2744347;-0.007417429355690079;188511497780;16936083636;4.266883461456E10;2.8499220949440002E10;88104139200;0.09;0.04;0.92;0.15;0.13;0.67;4.42
Hong Kong;HKG;1985;A;5456000;1.491;0.014;0.0046;2723991;0.020442431711411677;197862922561;18403906900;4.512915422124721E10;2.5549359370752792E10;89082420492;0.09;0.02;1.16;0.13;0.12;0.57;4.38
Hong Kong;HKG;1986;A;5525000;1.367;0.013;0.0047;2779676;0.012660468342353568;209163379078;19518159046;4.8968846700676E10;2.9646955577323997E10;98133961324;0.09;0.03;1.16;0.14;0.12;0.61;4.27
Hong Kong;HKG;1987;A;5585000;1.311;0.0126;0.0048;2814868;0.00827747517823216;224006706796;20966338979;5.323193048736E10;3.670158571564E10;110899855182;0.09;0.05;1.05;0.16;0.15;0.69;4.21
Hong Kong;HKG;1988;A;5628000;1.4;0.0134;0.004900000000000001;2838168;-0.001543953705347957;241480070510;22223031843;5.7554425231642E10;4.1008325153358E10;120785782228;0.09;0.07;0.89;0.17;0.18;0.71;4.20
Hong Kong;HKG;1989;A;5661000;1.296;0.0123;0.0050999999999999995;2833786;0.0037246990422000813;255769540608;23508163196;5.907170484609E10;3.997553620291E10;122555404245;0.09;0.06;0.98;0.16;0.16;0.68;4.33
Hong Kong;HKG;1990;A;5688000;1.272;0.012;0.0052;2844341;0.01810964297178151;271519058079;25703930544;6.42361432056603E10;3.87123260213397E10;128652399771;0.09;0.06;1.10;0.14;0.16;0.60;4.23
Hong Kong;HKG;1991;A;5752000;1.281;0.012;0.005;2895851;0.0012362514507825162;288427894769;27891869007;6.67339665244392E10;4.220821516456079E10;136834050696;0.10;0.06;1.12;0.15;0.14;0.63;4.32
Hong Kong;HKG;1992;A;5830000;1.347;0.0123;0.0053;2899431;0.01031926609048465;307761173652;29941122085;6.9078953330422E10;4.6746865564578E10;145766940980;0.10;0.05;1.00;0.15;0.16;0.68;4.46
Hong Kong;HKG;1993;A;5935000;1.342;0.012;0.0052;2929351;0.021325201384197388;324724598641;32441021000;7.14579408499606E10;4.95100996570394E10;153409061507;0.10;0.04;1.16;0.15;0.14;0.69;4.54
Hong Kong;HKG;1994;A;6067000;1.355;0.0119;0.005;2991820;0.03190466003970827;349533962255;35550112538;7.5347577431272E10;5.3329810970728E10;164227500940;0.10;0.05;1.23;0.15;0.15;0.71;4.64
Hong Kong;HKG;1995;A;6225000;1.295;0.0112;0.0050999999999999995;3087273;0.027810627696352088;379372353414;38496130698;8.16300892416651E10;4.85658429693349E10;168692062909;0.10;0.04;1.37;0.13;0.12;0.59;4.65
Hong Kong;HKG;1996;A;6392000;1.191;0.0099;0.005;3173132;0.019304901277349948;407238116889;40559329374;8.4413517884229E10;5.0086293936770996E10;175059141195;0.10;0.03;1.52;0.12;0.10;0.59;4.82
Hong Kong;HKG;1997;A;6496000;1.127;0.0091;0.004900000000000001;3234389;0.013842799984788472;442901713904;42503746310;8.916506243691199E10;5.347459332308801E10;185143402070;0.10;0.03;1.21;0.12;0.11;0.60;4.97
Hong Kong;HKG;1998;A;6545000;1.017;0.0081;0.005;3279162;0.012972826594111544;465261116812;45109126301;8.8042856615181E10;3.9684406198819E10;172836389115;0.10;0.00;1.41;0.09;0.08;0.45;5.28
Hong Kong;HKG;1999;A;6599000;0.982;0.0078;0.005;3321702;0.015091359790854207;475928422953;45987893412;9.03621574367606E10;3.9144525645239395E10;175494576494;0.10;-0.01;1.63;0.08;0.06;0.43;5.27
Hong Kong;HKG;2000;A;6659000;1.035;0.0081;0.0050999999999999995;3371831;0.01569088130454937;493701195058;48124370754;9.78651936807552E10;4.39661686412448E10;189955733076;0.10;0.01;1.39;0.09;0.09;0.45;5.04
Hong Kong;HKG;2001;A;6713000;0.932;0.0072;0.005;3424738;0.019578139992022747;506741919167;51000519444;1.003102276200937E11;3.9067365708906296E10;190378112773;0.10;0.00;1.56;0.08;0.08;0.39;5.05
Hong Kong;HKG;2002;A;6762000;0.939;0.0070999999999999995;0.005;3491788;0.007692906900418925;516570409796;53196401587;1.0182836240075401E11;3.823460667224599E10;193259370660;0.10;-0.01;1.68;0.07;0.06;0.38;5.07
Hong Kong;HKG;2003;A;6810000;0.901;0.006900000000000001;0.0054;3518650;0.012631264831682606;527427816677;53364882840;1.053816549291134E11;3.96749552248866E10;198421492994;0.10;0.01;1.59;0.08;0.08;0.38;5.00
Iceland;ISL;1970;B;204000;2.793;0.0197;0.0070999999999999995;82440;0.04385007278020379;6427870216;647013905;1.49001665172E9;7.5059861328E8;2887629170;0.10;0.00;1.68;0.12;0.09;0.50;4.31
Iceland;ISL;1973;B;212000;2.948;0.0217;0.006900000000000001;90627;0.03450406611716155;7831302860;779038121;1.9686269566125E9;1.0712038973875E9;3818868975;0.10;0.04;1.48;0.14;0.12;0.54;3.98
Iceland;ISL;1975;B;218000;2.613;0.0201;0.0065;95414;0.03517303540360953;9295667560;877571419;2.0784004370612001E9;1.2318186679387999E9;4187790524;0.09;0.05;0.96;0.13;0.18;0.59;4.47
Iceland;ISL;1979;B;226000;2.49;0.0198;0.0066;102922;0.03212141233166864;10678445182;1126315266;2.6099634573294997E9;1.3863188376705003E9;5122597561;0.11;0.02;1.11;0.13;0.14;0.53;4.09
Iceland;ISL;1980;B;228000;2.48;0.019899999999999998;0.0067;106228;0.04869714199646044;11090106557;1173321470;2.7123044862116E9;1.5487649197884002E9;5434390876;0.11;0.03;1.01;0.14;0.18;0.57;4.09
Iceland;ISL;1981;B;231000;2.33;0.0188;0.0072;111401;0.029604761178086372;11486523860;1238476801;2.8043808617894998E9;1.6282866482105002E9;5671144311;0.11;0.04;1.06;0.14;0.16;0.58;4.10
Iceland;ISL;1982;B;234000;2.26;0.0185;0.0068;114699;0.012388948465113035;11976264377;1212506845;2.8738478594754E9;1.7299736895246E9;5816328394;0.10;0.01;0.76;0.14;0.17;0.60;4.17
Iceland;ISL;1983;B;237000;2.24;0.0184;0.007;116120;0.017042714433344815;12082524492;1192763289;2.5282848994715E9;1.9111302465285E9;5632178435;0.10;0.00;0.80;0.16;0.15;0.76;4.78
Iceland;ISL;1984;B;239000;2.08;0.0172;0.006900000000000001;118099;0.03220179679760201;12418792854;1209043198;2.5879537090308003E9;2.0940882489691997E9;5891085156;0.10;0.00;0.62;0.17;0.21;0.81;4.80
Iceland;ISL;1985;B;241000;1.93;0.016;0.0068;121902;0.02702170596052567;12499663578;1405559557;2.8766331369328E9;1.7892153620672002E9;6071408056;0.11;-0.01;0.85;0.14;0.16;0.62;4.35
Iceland;ISL;1986;B;243000;1.93;0.0161;0.0066;125196;0.05105594427936995;12609428133;1310915794;3.0187138166039E9;2.0890687023961E9;6418698313;0.10;0.00;0.78;0.17;0.20;0.69;4.18
Iceland;ISL;1987;B;245000;2.05;0.017;0.007;131588;-0.021248138128096786;12919520478;1436965372;3.6846934813223996E9;1.8887929756776004E9;7010451829;0.11;0.01;0.90;0.15;0.11;0.51;3.51
Iceland;ISL;1988;B;250000;2.2;0.018699999999999998;0.0073;128792;-0.005970867755761227;13173659494;1562635480;3.7376855915509996E9;1.7452691104490004E9;7045590182;0.12;0.02;0.93;0.13;0.15;0.47;3.52
Iceland;ISL;1989;B;253000;2.2;0.018;0.007;128023;0.0018434187606914383;13242455447;1546415866;3.484557406592E9;1.994344079408E9;7025317352;0.12;0.02;0.88;0.15;0.16;0.57;3.80
Iceland;ISL;1990;B;255000;2.31;0.018699999999999998;0.0067;128259;0.09047318316843263;13443192959;1443523053;3.389568689436E9;2.295338729564E9;7128430472;0.11;0.02;0.70;0.17;0.31;0.68;3.97
Iceland;ISL;1991;B;257000;2.19;0.0177;0.007;139863;0.014249658594481743;13613866246;1573238408;3.604628496308E9;1.988392531692E9;7166259436;0.12;-0.00;0.81;0.15;0.16;0.55;3.78
Iceland;ISL;1992;B;259000;2.21;0.0177;0.0066;141856;0.006774475524475524;13645562599;1511547217;3.5165187543511996E9;1.8901294926488004E9;6918195464;0.11;-0.02;0.75;0.14;0.13;0.54;3.88
Iceland;ISL;1993;B;261000;2.22;0.0175;0.0066;142817;0.018373162858763312;13551403260;1524925844;3.4702395850908E9;1.9648016489092002E9;6959967078;0.11;-0.02;0.68;0.14;0.16;0.57;3.91
Iceland;ISL;1994;B;266000;2.14;0.0167;0.0065;145441;0.024958574267228636;13360280876;1580626246;3.4984668345420003E9;2.1312672544579997E9;7210360335;0.12;-0.02;0.66;0.16;0.19;0.61;3.82
Iceland;ISL;1995;B;268000;2.08;0.0161;0.0070999999999999995;149071;-0.010001945381730853;13187977893;1583223295;3.592516186512E9;2.043947388488E9;7219686870;0.12;-0.03;0.83;0.15;0.10;0.57;3.67
Iceland;ISL;1996;B;269000;2.12;0.0161;0.007;147580;0.0023309391516465644;13292020516;1603176003;3.907683813888E9;2.121335132112E9;7632194949;0.12;0.00;0.93;0.16;0.13;0.54;3.40
Iceland;ISL;1997;B;271000;2.04;0.015300000000000001;0.0068;147924;0.02888645520672778;13664639245;1486374682;4.0800582069479995E9;2.4572803990520005E9;8023713288;0.11;0.02;0.97;0.18;0.16;0.60;3.35
Iceland;ISL;1998;B;274000;2.047;0.015300000000000001;0.0067;152197;0.028489392037950815;14568423935;1618789886;4.517962705642501E9;2.523325433357499E9;8660078025;0.11;0.03;0.94;0.17;0.18;0.56;3.22
Iceland;ISL;1999;B;277000;1.994;0.0148;0.006900000000000001;156533;0.0219698082832374;15311862622;1663199477;4.8648341954818E9;2.4327955695182E9;8960829242;0.11;0.03;1.10;0.16;0.14;0.50;3.15
Iceland;ISL;2000;B;281000;2.079;0.014;0.0068;159972;0.01632160628109919;16332542860;1709857457;5.2529736708408E9;2.4460416481591997E9;9408872776;0.10;0.04;0.96;0.15;0.17;0.47;3.11
Iceland;ISL;2001;B;285000;1.952;0.0144;0.0060999999999999995;162583;-0.0019928282784793;16981566704;1884484051;5.3047541411712E9;2.5228711838288E9;9712109376;0.11;0.03;0.84;0.15;0.16;0.48;3.20
Iceland;ISL;2002;B;288000;1.935;0.0141;0.0063;162259;0.006914870669731725;17222623691;1942568221;5.423022258851999E9;2.2496972131480007E9;9615287693;0.11;0.02;1.10;0.13;0.12;0.41;3.18
Iceland;ISL;2003;B;291000;1.99;0.0143;0.0063;163381;-0.009364614000403964;17765767622;1905451784;5.623284673835401E9;2.4169385931645994E9;9945675051;0.11;0.01;1.27;0.14;0.09;0.43;3.16
Ireland;IRL;1964;A;2864000;4.065;0.0224;0.0114;1124000;-0.0035587188612099642;27719270533;2965078868;1.13992579205316E10;9.1781207094684E9;23542457498;0.11;0.04;0.53;0.33;0.28;0.81;2.43
Ireland;IRL;1965;A;2876000;4.031;0.0221;0.0115;1120000;0.010803571428571428;29620551391;3269856487;1.16668623406138E10;9.1534367383862E9;24090155566;0.11;0.04;0.53;0.31;0.30;0.78;2.54
Ireland;IRL;1966;A;2884000;3.954;0.0216;0.012199999999999999;1132100;-0.014186909283632188;31210947949;3239911382;1.20198083256738E10;8.9055563793262E9;24165276087;0.10;0.03;0.54;0.29;0.22;0.74;2.60
Ireland;IRL;1967;A;2900000;3.842;0.0211;0.0108;1116039;0.006064304204422963;32802309205;3466971231;1.2510965336727499E10;9.425038735272501E9;25402975303;0.11;0.03;0.62;0.29;0.23;0.75;2.62
Ireland;IRL;1968;A;2913000;3.778;0.0209;0.0114;1122807;-8.558906383732912E-4;35165457109;3568882574;1.35258164627169E10;1.06051094062831E10;27699808443;0.10;0.04;0.64;0.30;0.22;0.78;2.60
Ireland;IRL;1969;A;2926000;3.845;0.0215;0.0115;1121846;-0.0033944052927050595;38412631956;3969718142;1.44253064350432E10;1.12196468149568E10;29614671392;0.10;0.05;0.64;0.29;0.23;0.78;2.66
Ireland;IRL;1970;A;2950000;3.93;0.0218;0.0114;1118038;0.02251891259509963;41579217378;3990461259;1.57135018453974E10;1.04331712366026E10;30137134341;0.10;0.05;0.69;0.25;0.24;0.66;2.65
Ireland;IRL;1971;A;2978000;3.975;0.022699999999999998;0.0107;1143215;-0.01930258087936215;44823648953;4091222174;1.6536334493886E10;1.0667550247114E10;31295106915;0.09;0.05;0.77;0.24;0.16;0.65;2.71
Ireland;IRL;1972;A;3024000;3.874;0.022699999999999998;0.0114;1121148;0.008852533296228508;48912478189;4353302624;1.7238287232901398E10;1.2116441494098602E10;33708031351;0.09;0.06;0.75;0.25;0.20;0.70;2.84
Ireland;IRL;1973;A;3073000;3.74;0.0224;0.0111;1131073;0.01060939479591503;53665001205;5021398650;1.8617896937915E10;1.2427920487085E10;36067216075;0.09;0.05;0.76;0.23;0.21;0.67;2.88
Ireland;IRL;1974;A;3124000;3.617;0.0221;0.0112;1143073;0.034852542226087045;58057291155;5322248982;2.10074193367164E10;1.08384479882836E10;37168116307;0.09;0.04;0.66;0.19;0.25;0.52;2.76
Ireland;IRL;1975;A;3177000;3.396;0.0211;0.0104;1182912;-0.011822519342098145;59917815015;5712570753;2.1605190325741E10;9.951844451258999E9;37269605530;0.10;0.03;0.86;0.17;0.13;0.46;2.77
Ireland;IRL;1976;A;3228000;3.312;0.021;0.0105;1168927;0.02860401034452964;62757441438;6045226748;2.18388999815082E10;1.0878564043491798E10;38762690773;0.10;0.04;0.92;0.17;0.18;0.50;2.87
Ireland;IRL;1977;A;3272000;3.269;0.0211;0.0103;1202363;0.005519963605001152;66698880009;6452482890;2.2895189973645E10;1.2470025718355E10;41817698582;0.10;0.03;0.88;0.19;0.15;0.54;2.91
Ireland;IRL;1978;A;3314000;3.24;0.0212;0.010199999999999999;1209000;0.03480066170388751;71219831023;6942240807;2.4852034113501503E10;1.3383027594498497E10;45177302515;0.10;0.03;0.96;0.19;0.17;0.54;2.87
Ireland;IRL;1979;A;3368000;3.229;0.0215;0.01;1251074;-0.0032564020993162673;77058848636;7513173803;2.70127477903936E10;1.30484845186064E10;47574406112;0.10;0.03;0.85;0.17;0.15;0.48;2.85
Ireland;IRL;1980;A;3401000;3.229;0.0218;0.009800000000000001;1247000;0.031394546912590214;80593675975;7763963437;2.8371380666372E10;1.1419769316627998E10;47555113420;0.10;0.04;1.05;0.14;0.16;0.40;2.84
Ireland;IRL;1981;A;3443000;3.07;0.021;0.0096;1286149;0.007659299194727827;84799496508;8142100763;2.86238192901096E10;1.23652493428904E10;49131169396;0.10;0.03;1.00;0.15;0.13;0.43;2.96
Ireland;IRL;1982;A;3480000;2.957;0.020399999999999998;0.009300000000000001;1296000;0.01930787037037037;89018332066;8763656764;2.76674333114817E10;1.25985631435183E10;49029653219;0.10;0.02;0.87;0.14;0.16;0.46;3.22
Ireland;IRL;1983;A;3504000;2.759;0.019100000000000002;0.0094;1321023;-1.6880856729973665E-4;91156612186;9442697635;2.69890756452095E10;1.18924445267905E10;48324217807;0.10;-0.00;0.97;0.13;0.10;0.44;3.38
Ireland;IRL;1984;A;3529000;2.589;0.0181;0.0091;1320800;0.007722592368261659;93190997681;9585177093;2.7012498601146904E10;1.2884827696853096E10;49482503391;0.10;-0.00;0.81;0.14;0.13;0.48;3.45
Ireland;IRL;1985;A;3540000;2.5;0.0176;0.0094;1331000;-1.4124718256949663E-4;94062677823;9758363367;2.7208631290134E10;1.3447367562866001E10;50414362220;0.10;-0.00;0.74;0.14;0.14;0.49;3.46
Ireland;IRL;1986;A;3541000;2.45;0.0173;0.0095;1330812;0.003395671214266177;94217202629;10169818234;2.74378420425774E10;1.28945338014226E10;50502194078;0.11;-0.00;0.71;0.14;0.15;0.47;3.43
Ireland;IRL;1987;A;3540000;2.31;0.0166;0.0088;1335331;-0.008075151404408345;93227764524;10584404871;2.6301703962684097E10;1.4454324433315903E10;51340433267;0.11;0.00;0.68;0.16;0.16;0.55;3.54
